Title,Area,Room,Floor,Year,Price
2 kambarių butas Vilniuje,60.00,2,15/23,2007,126 000 € (2 100 €/m²)
4 kambarių butas Klaipėdoje,89.00,4,3/5,1989,87 000 € (978 €/m²)
2 kambarių butas Panevėžyje,44.16,2,4/5,1964,38 000 € (861 €/m²)
3 kambarių butas Klaipėdoje,86.57,3,1/5,2000,150 000 € (1 733 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,4/4,,48 000 € (1 143 €/m²)
3 kambarių butas Vilniuje,66.67,3,1/2,1940,159 000 € (2 385 €/m²)
4 kambarių butas Vilniuje,108.04,4,5/9,2020,259 900 € (2 406 €/m²)
2 kambarių butas Vilniuje,47.38,2,5/5,2015,135 000 € (2 849 €/m²)
4 kambarių butas Vilniuje,107.94,4,4/9,2020,249 900 € (2 315 €/m²)
4 kambarių butas Vilniuje,107.45,4,6/9,2020,269 900 € (2 512 €/m²)
2 kambarių butas Vilniuje,47.38,2,5/5,2015,135 000 € (2 849 €/m²)
2 kambarių butas Vilnius,42.00,2,2/3,1968,56 500 € (1 345 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,3/4,,39 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,2/5,,65 000 € (833 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,1/2,,62 000 € (1 590 €/m²)
1 kambario butas Klaipėdoje,27.00,1,8/9,,35 500 € (1 315 €/m²)
3 kambarių butas Vilniuje,72.65,3,3/4,1940,249 700 € (3 437 €/m²)
3 kambarių butas Klaipėdoje,58.00,3,1/2,,85 000 € (1 466 €/m²)
1 kambario butas Vilniuje,30.00,1,8/9,1972,58 900 € (1 963 €/m²)
2 kambarių butas Panevėžyje,44.27,2,2/5,1965,31 900 € (721 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,4/5,1963,67 000 € (1 489 €/m²)
2 kambarių butas Vilniuje,43.00,2,1/3,2013,95 000 € (2 209 €/m²)
2 kambarių butas Vilniuje,50.50,2,11/13,1987,87 900 € (1 741 €/m²)
2 kambarių butas Vilniuje,43.00,2,1/3,2013,95 000 € (2 209 €/m²)
1 kambario butas Klaipėdoje,33.00,1,2/5,1964,28 900 € (876 €/m²)
3 kambarių butas Jonavos rajono sav.,64.49,3,8/9,1989,48 000 € (744 €/m²)
2 kambarių butas Vilniuje,60.00,2,15/23,2007,126 000 € (2 100 €/m²)
2 kambarių butas Joniškio rajono sav.,49.81,2,5/5,1985,27 800 € (558 €/m²)
2 kambarių butas Klaipėdoje,33.00,2,1/2,,39 500 € (1 197 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,4/5,,67 000 € (1 489 €/m²)
1 kambario butas Klaipėdoje,18.00,1,2/5,,15 300 € (850 €/m²)
3 kambarių butas Klaipėdoje,82.00,3,15/34,2010,135 000 € (1 646 €/m²)
3 kambarių butas Vilniuje,76.41,3,3/5,2009,124 700 € (1 632 €/m²)
2 kambarių butas Druskininkų sav.,53.68,2,3/5,1991,46 000 € (857 €/m²)
4 kambarių butas Panevėžyje,61.18,4,5/5,1968,38 900 € (636 €/m²)
3 kambarių butas Šiauliuose,74.54,3,6/12,1985,83 000 € (1 113 €/m²)
3 kambarių butas Šiauliuose,61.67,3,3/5,1969,61 500 € (997 €/m²)
3 kambarių butas Panevėžyje,58.00,3,1/5,1971,44 900 € (774 €/m²)
1 kambario butas Vilniuje,22.83,1,4/4,1974,21 000 € (920 €/m²)
4 kambarių butas Vilniuje,85.47,4,4/4,1940,269 000 € (3 147 €/m²)
2 kambarių butas Vilniuje,50.21,2,3/9,1994,71 500 € (1 424 €/m²)
3 kambarių butas Vilniuje,85.00,3,4,2006,370 000 € (4 353 €/m²)
3 kambarių butas Vilniuje,85.00,3,4,2006,370 000 € (4 353 €/m²)
3 kambarių butas Kaune,65.60,3,9/9,1991,79 800 € (1 216 €/m²)
2 kambarių butas Šiauliuose,44.48,2,2/5,1970,48 000 € (1 079 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,1/9,,73 000 € (1 553 €/m²)
2 kambarių butas Klaipėdoje,53.00,2,1/9,,69 700 € (1 315 €/m²)
2 kambarių butas Klaipėdoje,61.00,2,2/5,,80 000 € (1 311 €/m²)
2 kambarių butas Klaipėdoje,65.00,2,7/22,,103 840 € (1 598 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,3/7,,115 000 € (1 917 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,1/5,,67 000 € (1 218 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,2/4,,116 900 € (1 518 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,5/5,,45 000 € (833 €/m²)
1 kambario butas Vilniuje,18.00,1,5/5,1970,29 500 € (1 639 €/m²)
1 kambario butas Klaipėdoje,27.00,1,8/9,,35 500 € (1 315 €/m²)
2 kambarių butas Šiauliuose,50.00,2,8/9,1980,48 500 € (970 €/m²)
3 kambarių butas Šiauliuose,65.35,3,4/5,1986,60 900 € (932 €/m²)
3 kambarių butas Klaipėdoje,58.00,3,1/2,,85 000 € (1 466 €/m²)
2 kambarių butas Palangoje,55.00,2,2/8,2010,150 000 € (2 727 €/m²)
5 kambarių butas Vilniuje,129.41,5,3/3,2009,239 000 € (1 847 €/m²)
2 kambarių butas Vilniuje,50.77,2,4/5,1985,76 900 € (1 515 €/m²)
3 kambarių butas Vilniuje,67.00,3,9/10,1992,88 000 € (1 313 €/m²)
4 kambarių butas Kauno rajono sav.,75.00,4,1/1,2021,75 000 € (1 000 €/m²)
2 kambarių butas Palangoje,51.00,2,8/8,1978,103 000 € (2 020 €/m²)
2 kambarių butas Vilniuje,38.00,2,3,2020,120 000 € (3 158 €/m²)
1 kambario butas Šventojoje,31.00,1,6/8,2017,92 113 € (2 971 €/m²)
3 kambarių butas Vilniuje,65.93,3,8/12,1990,137 000 € (2 078 €/m²)
4 kambarių butas Palangoje,77.00,4,4/4,1990,92 000 € (1 195 €/m²)
2 kambarių butas Vanagupėje,35.00,2,10/12,1978,75 000 € (2 143 €/m²)
3 kambarių butas Mažeikių rajono sav.,38.65,3,2/2,1955,23 500 € (608 €/m²)
2 kambarių butas Vilniuje,59.00,2,2/5,2016,225 000 € (3 814 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,5/5,1993,45 000 € (833 €/m²)
1 kambario butas Vilniuje,36.00,1,1/5,1996,65 000 € (1 806 €/m²)
3 kambarių butas Vilniuje,86.00,3,3/4,2009,169 000 € (1 965 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,1/2,1920,79 999 € (1 860 €/m²)
3 kambarių butas Klaipėdoje,64.25,3,1/9,1977,62 600 € (974 €/m²)
1 kambario butas Vilniuje,35.00,1,2/5,1980,69 000 € (1 971 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,2/5,1970,63 000 € (875 €/m²)
3 kambarių butas Klaipėdoje,65.42,3,4/5,1987,84 000 € (1 284 €/m²)
4 kambarių butas Klaipėdoje,91.00,4,4/5,1998,85 000 € (934 €/m²)
2 kambarių butas Vilniuje,58.00,2,2/3,2017,162 000 € (2 793 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,5/5,1970,46 000 € (885 €/m²)
1 kambario butas Vilniuje,31.26,1,1/4,1940,96 000 € (3 071 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,2/5,1963,63 000 € (1 658 €/m²)
2 kambarių butas Vilniuje,51.00,2,1/2,2020,41 000 € (804 €/m²)
3 kambarių butas Vilniuje,65.00,3,4/6,2003,155 000 € (2 385 €/m²)
3 kambarių butas Klaipėdoje,6152.00,3,9/9,1971,56 500 € (9 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/5,1987,60 900 € (781 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,5/5,1997,71 900 € (922 €/m²)
2 kambarių butas Vilniuje,47.00,2,3/5,1972,67 000 € (1 426 €/m²)
2 kambarių butas Akmenės rajono sav.,40.96,2,3/4,1966,12 500 € (305 €/m²)
2 kambarių butas Ignalinos rajono sav.,50.00,2,2/2,1978,18 000 € (360 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,4/4,1960,46 500 € (1 192 €/m²)
5 kambarių butas Klaipėdoje,113.00,5,3/3,1936,127 000 € (1 124 €/m²)
2 kambarių butas Vilniuje,33.40,2,1/2,1999,48 000 € (1 437 €/m²)
3 kambarių butas Vilniuje,93.00,3,5/6,1998,127 000 € (1 366 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/9,1977,42 500 € (850 €/m²)
3 kambarių butas Vilniuje,54.00,3,2/5,1965,132 000 € (2 444 €/m²)
2 kambarių butas Kaune,46.00,2,3/3,2020,75 000 € (1 630 €/m²)
2 kambarių butas Vilniuje,25.00,2,1,2018,123 000 € (4 920 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,1/5,1981,57 000 € (1 118 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,5/5,1966,53 900 € (963 €/m²)
2 kambarių butas Klaipėdoje,64.00,2,7/22,2009,103 840 € (1 623 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,1/3,2016,122 000 € (1 937 €/m²)
4 kambarių butas Klaipėdoje,90.00,4,1/9,1988,75 999 € (844 €/m²)
2 kambarių butas Vilniuje,42.00,2,4/5,1963,103 000 € (2 452 €/m²)
2 kambarių butas Kaune,36.00,2,5/5,1978,39 500 € (1 097 €/m²)
3 kambarių butas Kaune,68.00,3,9/9,1970,81 000 € (1 191 €/m²)
1 kambario butas Vilniuje,23.00,1,1/8,2019,62 500 € (2 717 €/m²)
1 kambario butas Vilniuje,35.00,1,3/5,1972,55 000 € (1 571 €/m²)
3 kambarių butas Klaipėdoje,50.00,3,4/4,2020,77 000 € (1 540 €/m²)
3 kambarių butas Klaipėdoje,40.00,3,4/4,2020,63 000 € (1 575 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,4/5,2017,135 000 € (2 177 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,2/4,2020,82 000 € (1 464 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,3/4,2020,92 000 € (1 673 €/m²)
1 kambario butas Vilniuje,27.00,1,2/6,2020,49 000 € (1 815 €/m²)
2 kambarių butas Širvintų rajono sav.,34.37,2,4/5,1986,25 000 € (727 €/m²)
4 kambarių butas Vilniuje,78.00,4,5/12,1977,109 000 € (1 397 €/m²)
2 kambarių butas Ignalinos rajono sav.,46.76,2,4/4,,5 000 € (107 €/m²)
2 kambarių butas Vilniuje,36.53,2,2/5,2020,57 300 € (1 569 €/m²)
3 kambarių butas Vilniuje,69.20,3,8/9,1990,117 000 € (1 691 €/m²)
2 kambarių butas Vilniuje,27.15,2,8/9,1990,56 000 € (2 063 €/m²)
1 kambario butas Vilniuje,27.31,1,2/5,2020,50 400 € (1 845 €/m²)
2 kambarių butas Vilniuje,36.53,2,2/5,2020,57 300 € (1 569 €/m²)
1 kambario butas Vilniuje,27.31,1,2/5,2020,57 700 € (2 113 €/m²)
2 kambarių butas Vilniuje,36.53,2,2/5,2020,67 100 € (1 837 €/m²)
3 kambarių butas Vilniuje,75.86,3,2/3,1940,188 000 € (2 478 €/m²)
3 kambarių butas Kaune,61.49,3,3/6,1977,75 000 € (1 220 €/m²)
2 kambarių butas Vilniuje,42.66,2,6/6,2018,140 000 € (3 282 €/m²)
3 kambarių butas Palangoje,67.00,3,3/4,1980,96 000 € (1 433 €/m²)
2 kambarių butas Trakų rajono sav.,50.49,2,4/4,1986,65 000 € (1 287 €/m²)
2 kambarių butas Šiauliuose,40.15,2,1/5,1963,37 990 € (946 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,4/5,1972,68 000 € (1 133 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1974,56 000 € (1 167 €/m²)
2 kambarių butas Vilniuje,54.50,2,2/3,2007,109 900 € (2 017 €/m²)
5 kambarių butas Vilniuje,210.00,5,4/6,1996,550 000 € (2 619 €/m²)
2 kambarių butas Panevėžys,50.20,2,4/5,1979,45 000 € (896 €/m²)
2 kambarių butas Šiauliuose,37.00,2,1/1,1900,19 500 € (527 €/m²)
1 kambario butas Panevėžyje,36.09,1,2/5,1986,45 000 € (1 247 €/m²)
4 kambarių butas Vilniuje,112.40,4,3/9,2007,229 900 € (2 045 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,6/9,1979,54 000 € (1 102 €/m²)
2 kambarių butas Klaipėdoje,65.00,2,7/22,2009,103 840 € (1 598 €/m²)
1 kambario butas Vilniuje,25.00,1,3/5,1969,40 900 € (1 636 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,1/5,1981,57 000 € (1 118 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/9,1977,43 500 € (870 €/m²)
1 kambario butas Druskininkų sav.,29.30,1,1/5,1971,43 000 € (1 468 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,4/4,1960,46 500 € (1 192 €/m²)
2 kambarių butas Vilniuje,48.60,2,7/12,1972,69 000 € (1 420 €/m²)
1 kambario butas Klaipėdoje,37.00,1,2/5,2018,89 999 € (2 432 €/m²)
4 kambarių butas Klaipėdoje,89.00,4,3/5,1989,87 000 € (978 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,1/9,1988,66 500 € (1 209 €/m²)
3 kambarių butas Panevėžyje,64.00,3,5/5,1984,63 000 € (984 €/m²)
2 kambarių butas Vilniuje,45.00,2,3/4,1960,80 000 € (1 778 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,5/4,1962,50 000 € (1 316 €/m²)
2 kambarių butas Klaipėdoje,38.00,2,5/5,1962,50 000 € (1 316 €/m²)
2 kambarių butas Vilniuje,56.00,2,1/2,1940,150 000 € (2 679 €/m²)
3 kambarių butas Klaipėdoje,76.54,3,2/4,2009,116 900 € (1 527 €/m²)
2 kambarių butas Šiauliuose,54.41,2,9/9,1975,43 700 € (803 €/m²)
4 kambarių butas Klaipėdoje,72.00,4,4/5,1970,86 000 € (1 194 €/m²)
3 kambarių butas Klaipėdoje,85.00,3,4/5,2013,128 000 € (1 506 €/m²)
2 kambarių butas Palangoje,43.00,2,1/1,2017,159 000 € (3 698 €/m²)
3 kambarių butas Kaune,58.90,3,2/5,2022,86 548 € (1 469 €/m²)
3 kambarių butas Klaipėdoje,50.29,3,2/2,1965,50 000 € (994 €/m²)
2 kambarių butas Trakų rajono sav.,76.95,2,1/2,2015,158 000 € (2 053 €/m²)
3 kambarių butas Klaipėdoje,68.00,3,2/3,1952,69 000 € (1 015 €/m²)
1 kambario butas Kaune,40.58,1,2/5,2022,61 060 € (1 505 €/m²)
2 kambarių butas Klaipėdoje,44.82,2,1/5,1968,47 500 € (1 060 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,4/5,1971,59 900 € (936 €/m²)
2 kambarių butas Klaipėdoje,52.00,2,6/9,1969,50 000 € (962 €/m²)
2 kambarių butas Klaipėdoje,57.00,2,2/5,2006,75 000 € (1 316 €/m²)
3 kambarių butas Palangoje,72.50,3,2/3,2006,199 000 € (2 745 €/m²)
3 kambarių butas Panevėžyje,63.83,3,5/5,1988,60 000 € (940 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,5/9,,43 500 € (888 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,2/9,1975,76 000 € (1 188 €/m²)
2 kambarių butas Utenos rajono sav.,38.50,2,1/2,,9 500 € (247 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,2/4,2015,100 000 € (1 818 €/m²)
2 kambarių butas Klaipėdoje,6141.00,2,4/5,1987,58 000 € (9 €/m²)
2 kambarių butas Palangoje,34.00,2,2/4,2018,128 000 € (3 765 €/m²)
3 kambarių butas Panevėžys,65.00,3,1/5,1981,62 900 € (968 €/m²)
1 kambario butas Vilniuje,32.79,1,4/5,2020,55 600 € (1 696 €/m²)
2 kambarių butas Vilniuje,35.33,2,5/5,2020,81 300 € (2 301 €/m²)
2 kambarių butas Vilniuje,38.30,2,2/5,2020,67 500 € (1 762 €/m²)
3 kambarių butas Vilniuje,70.48,3,6/9,1994,88 000 € (1 249 €/m²)
2 kambarių butas Vilniuje,45.35,2,1/4,2020,105 000 € (2 315 €/m²)
2 kambarių butas Kaune,43.72,2,5/5,1970,44 900 € (1 027 €/m²)
4 kambarių butas Vilniuje,91.00,4,3/5,1978,165 000 € (1 813 €/m²)
5 kambarių butas Vilniuje,125.00,5,6/7,2002,159 900 € (1 279 €/m²)
4 kambarių butas Vilniuje,239.00,4,16,2009,1 150 000 € (4 812 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,5/5,1967,48 800 € (1 061 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,8/9,1985,59 999 € (769 €/m²)
2 kambarių butas Panevėžyje,51.48,2,4/5,1977,26 900 € (523 €/m²)
2 kambarių butas Vilniuje,51.39,2,3/9,2014,105 000 € (2 043 €/m²)
1 kambario butas Panevėžyje,36.00,1,1/5,1989,32 000 € (889 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,5/5,1973,55 500 € (1 181 €/m²)
1 kambario butas Klaipėdoje,43.00,1,9/9,1987,49 900 € (1 160 €/m²)
3 kambarių butas Klaipėdoje,66.00,3,7/12,1978,91 000 € (1 379 €/m²)
3 kambarių butas Klaipėdoje,51.00,3,1/4,1962,85 000 € (1 667 €/m²)
2 kambarių butas Vilniuje,50.00,2,2/4,2019,122 000 € (2 440 €/m²)
3 kambarių butas Vilniuje,69.06,3,1/2,2020,115 000 € (1 665 €/m²)
1 kambario butas Jonavos rajono sav.,33.00,1,4/5,1976,28 000 € (848 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1966,45 000 € (938 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,1/5,1992,61 500 € (976 €/m²)
1 kambario butas Klaipėdoje,30.00,1,5/5,1964,39 000 € (1 300 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,8/9,1974,46 500 € (930 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,3/7,2020,115 000 € (1 917 €/m²)
2 kambarių butas Klaipėdoje,65.00,2,7/22,2009,103 840 € (1 598 €/m²)
1 kambario butas Klaipėdoje,37.02,1,3/3,1930,85 000 € (2 296 €/m²)
3 kambarių butas Klaipėdoje,60.00,3,3/7,2020,115 000 € (1 917 €/m²)
2 kambarių butas Vilniaus rajono sav.,48.00,2,4/4,1991,62 500 € (1 302 €/m²)
2 kambarių butas Klaipėdoje,49.61,2,8/9,1974,46 500 € (937 €/m²)
1 kambario butas Panevėžyje,21.00,1,8/9,1969,21 500 € (1 024 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,3/3,2020,95 000 € (1 218 €/m²)
3 kambarių butas Klaipėdoje,50.00,3,1/4,1962,95 000 € (1 900 €/m²)
1 kambario butas Klaipėdoje,33.00,1,4/5,,45 000 € (1 364 €/m²)
1 kambario butas Klaipėdoje,44.00,1,5/5,,40 000 € (909 €/m²)
3 kambarių butas Vilniuje,70.63,3,1/3,1940,179 990 € (2 548 €/m²)
2 kambarių butas Klaipėdoje,96.00,2,4/4,1956,88 000 € (917 €/m²)
1 kambario butas Klaipėdoje,44.00,1,8/9,,49 000 € (1 114 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,1/5,1981,57 000 € (1 118 €/m²)
2 kambarių butas Klaipėdoje,64.90,2,7/22,2009,103 840 € (1 600 €/m²)
3 kambarių butas Vilniuje,50.00,3,4/5,1976,160 000 € (3 200 €/m²)
2 kambarių butas Vilniuje,72.00,2,2/3,2013,187 900 € (2 610 €/m²)
2 kambarių butas Vilniuje,46.00,2,6/9,2018,119 000 € (2 587 €/m²)
2 kambarių butas Šiauliuose,50.00,2,7/9,1986,47 900 € (958 €/m²)
2 kambarių butas Šiaulių rajono sav.,60.16,2,2/4,2007,82 000 € (1 363 €/m²)
1 kambario butas Šventojoje,35.93,1,4/4,2017,75 453 € (2 100 €/m²)
1 kambario butas Šventojoje,35.75,1,4/4,2017,75 075 € (2 100 €/m²)
3 kambarių butas Šiauliuose,80.00,3,1/1,2022,89 000 € (1 113 €/m²)
4 kambarių butas Šiauliuose,80.00,4,1/1,2022,89 000 € (1 113 €/m²)
2 kambarių butas Panevėžyje,49.00,2,1/3,2021,58 310 € (1 190 €/m²)
4 kambarių butas Šiauliuose,86.00,4,4/5,1992,85 500 € (994 €/m²)
2 kambarių butas Šiauliuose,44.38,2,4/5,1963,39 970 € (901 €/m²)
3 kambarių butas Vilniuje,62.89,3,5/6,2015,125 000 € (1 988 €/m²)
2 kambarių butas Šiauliuose,44.00,2,4/5,1966,43 999 € (1 000 €/m²)
3 kambarių butas Vilniuje,102.00,3,5,2011,360 000 € (3 529 €/m²)
4 kambarių butas Vilniuje,115.86,4,2,2020,430 000 € (3 711 €/m²)
4 kambarių butas Vilniuje,115.86,4,2,2020,430 000 € (3 711 €/m²)
3 kambarių butas Vilniuje,88.00,3,3,1910,295 000 € (3 352 €/m²)
2 kambarių butas Palangoje,38.00,2,3/3,2017,122 000 € (3 211 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,1/5,,57 000 € (1 118 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,1/9,,66 500 € (1 209 €/m²)
3 kambarių butas Klaipėdoje,50.00,3,1/4,,95 000 € (1 900 €/m²)
1 kambario butas Klaipėdoje,37.00,1,5/5,,87 000 € (2 351 €/m²)
2 kambarių butas Klaipėdoje,51.00,2,5/5,,97 000 € (1 902 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,3/4,,55 000 € (1 250 €/m²)
3 kambarių butas Vilniuje,58.00,3,4/4,2007,87 000 € (1 500 €/m²)
1 kambario butas Vilniuje,27.00,1,1/1,1978,49 500 € (1 833 €/m²)
3 kambarių butas Kaune,60.00,3,3/4,2021,119 000 € (1 983 €/m²)
3 kambarių butas Kaune,64.00,3,4/9,2018,110 000 € (1 719 €/m²)
3 kambarių butas Kaune,65.01,3,3/4,1986,132 000 € (2 030 €/m²)
1 kambario butas Kaune,34.11,1,1/4,2021,61 398 € (1 800 €/m²)
3 kambarių butas Panevėžio rajono sav.,60.05,3,2/2,1972,14 500 € (241 €/m²)
3 kambarių butas Klaipėdoje,76.00,3,9/9,1998,68 000 € (895 €/m²)
4 kambarių butas Klaipėdoje,88.00,4,5/9,1987,60 000 € (682 €/m²)
3 kambarių butas Klaipėdoje,86.70,3,3/4,1959,153 000 € (1 765 €/m²)
4 kambarių butas Vilniuje,78.00,4,5/5,1969,96 000 € (1 231 €/m²)
1 kambario butas Klaipėdoje,29.00,1,5/5,1967,39 999 € (1 379 €/m²)
3 kambarių butas Vilniuje,118.51,3,3/3,2018,448 163 € (3 782 €/m²)
1 kambario butas Vilniuje,15.67,1,1/4,1970,32 000 € (2 042 €/m²)
2 kambarių butas Klaipėdoje,49.51,2,1/5,1967,56 000 € (1 131 €/m²)
2 kambarių butas Klaipėdoje,33.00,2,1/2,1976,39 500 € (1 197 €/m²)
3 kambarių butas Klaipėdoje,50.06,3,1/4,1962,95 000 € (1 898 €/m²)
2 kambarių butas Panevėžyje,51.31,2,5/5,1979,33 000 € (643 €/m²)
2 kambarių butas Šiaulių rajono sav.,35.38,2,1/2,1960,17 000 € (480 €/m²)
1 kambario butas Šiauliuose,32.99,1,4/5,1986,29 300 € (888 €/m²)
4 kambarių butas Šiauliuose,88.83,4,3/5,1989,62 900 € (708 €/m²)
2 kambarių butas Šiauliuose,43.65,2,5/5,1962,43 500 € (997 €/m²)
2 kambarių butas Vilniuje,50.00,2,5/5,1984,65 000 € (1 300 €/m²)
3 kambarių butas Panevėžyje,64.00,3,1/5,1984,54 000 € (844 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,3/10,1990,79 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/9,1990,58 000 € (744 €/m²)
4 kambarių butas Vilniuje,136.96,4,2/3,2007,299 000 € (2 183 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,3/9,2014,75 000 € (1 667 €/m²)
1 kambario butas Vilniuje,35.00,1,2/6,2020,88 700 € (2 534 €/m²)
3 kambarių butas Ukmergės rajono sav.,54.84,3,5/5,1964,35 000 € (638 €/m²)
1 kambario butas Kaune,190.50,1,3/3,1900,99 500 € (522 €/m²)
3 kambarių butas Vilniuje,84.00,3,2/4,1940,255 000 € (3 036 €/m²)
1 kambario butas Vilniuje,28.75,1,5/5,1966,62 000 € (2 157 €/m²)
5 kambarių butas Vilniuje,132.00,5,1/1,2020,153 900 € (1 166 €/m²)
1 kambario butas Vilniuje,19.14,1,3/5,1963,41 000 € (2 142 €/m²)
2 kambarių butas Vilniuje,24.83,2,8/9,1990,46 000 € (1 853 €/m²)
3 kambarių butas Vilniuje,46.87,3,8/9,1990,80 000 € (1 707 €/m²)
2 kambarių butas Šiaulių rajono sav.,57.09,2,1/2,1920,23 000 € (403 €/m²)
3 kambarių butas Klaipėda,66.67,3,1/5,2020,143 340 € (2 150 €/m²)
3 kambarių butas Klaipėda,62.53,3,2/5,2020,134 400 € (2 149 €/m²)
3 kambarių butas Vilniuje,53.00,3,3/4,2018,119 800 € (2 260 €/m²)
3 kambarių butas Klaipėda,63.86,3,4/5,2020,137 300 € (2 150 €/m²)
2 kambarių butas Vilniuje,88.00,2,14,2007,269 500 € (3 063 €/m²)
4 kambarių butas Vilniuje,150.00,4,8,2002,380 000 € (2 533 €/m²)
1 kambario butas Vilniuje,30.34,1,4/5,1980,61 900 € (2 040 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,5/5,1997,71 900 € (922 €/m²)
1 kambario butas Vilniuje,28.64,1,1/5,2016,89 900 € (3 139 €/m²)
3 kambarių butas Klaipėdoje,77.00,3,8/9,1995,75 000 € (974 €/m²)
2 kambarių butas Vilniuje,37.58,2,4/5,2020,64 100 € (1 706 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,3/7,2020,115 000 € (1 917 €/m²)
3 kambarių butas Vilniuje,74.75,3,2/3,1995,174 000 € (2 328 €/m²)
2 kambarių butas Vilniuje,37.58,2,4/5,2020,74 200 € (1 974 €/m²)
